,id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,AuthorConnections,PublisherConnections
131,131,The PCOS Protection Plan,['Polycystic ovary syndrome'],Hay House,2005,322.0,,,,,NOT_MATURE,en,"Following on from their successful book 'PCOS and Your Fertility' Colette Harris and Theresa Chung have written a plan on how to protect yourself from the symptoms of PCOS. This book explores how serious health conditions linked to PCOS such as heart disease, diabetes and obesity can be faced in an upbeat and positive way. It is written in a positive and inspirational way to help women living with the condition to take control of their symptoms and move forward with their lives. This book is a protective action plan to help you reduce your PCOS-associated health risks for the long term by taking steps with your diet, lifestyle and healthcare in ways which are carefully designed to help you reduce your PCOS symptoms day to day as well as long term.",http://books.google.com/books/content?id=F1KfAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Colette Harris'],"[27, 31]","[247, 247]"
132,132,Seasonal Patchwork & Quilting,['Art'],Better Homes & Gardens Books,1991,144.0,,,,,NOT_MATURE,en,"Patchwork and quilting projects that reflect the seasons of the year in color, fabric, and theme include instructions for creating bridal gifts, an autumn table setting, and decorative items for Christmas",http://books.google.com/books/content?id=X3-fSiSsu58C&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Colette Wolff'],"[27, 33]",[]
133,133,Rebent Sinner,['Social Science'],arsenal pulp press,2019-11-19,,https://play.google.com/store/books/details?id=hQmZDwAAQBAJ&rdid=book-hQmZDwAAQBAJ&rdot=1&source=gbs_api,10.99,,,MATURE,en,"Ivan Coyote is one of North America’s preeminent storytellers and performers; they are the author, co-author, or co-editor of eleven previous books, and their TED talk has received over 1.6 million views online. Their most recent book, Tomboy Survival Guide, was shortlisted for the Hilary Weston Writers’ Trust of Canada Prize for Non-Fiction and was named an American Library Association Stonewall Honor Book. In their latest, Ivan takes on the patriarchy and the political, as well as the intimate and the personal in these beguiling and revealing stories of what it means to be trans and non-binary today, at a time in their life when they must carry the burden of heartbreaking history with them, while combatting those who would misgender them or deny their very existence. These stories span thirty years of tackling TERFs, legislators, and bathroom police, sure, but there is joy and pleasure and triumph to be found here too, as Ivan pays homage to personal heroes like Leslie Feinberg and Ferron while gently guiding younger trans folk to prove to themselves that there is a way out of the darkness. Rebent Sinner is the work of an accomplished artist whose plain truths about their experience will astound readers with their utter, breathtaking humanity.",http://books.google.com/books/content?id=hQmZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
134,134,Close to Spider Man,['Fiction'],arsenal pulp press,2002-07-01,96.0,https://play.google.com/store/books/details?id=kq02DwAAQBAJ&rdid=book-kq02DwAAQBAJ&rdot=1&source=gbs_api,11.99,5.0,1.0,MATURE,en,"Close to Spider Man marks the debut of an exciting new literary talent: a collection of connected stories whose female narrators seek out lives for themselves amidst the lonely, breathtaking landscape of the Yukon. The young women in Ivan Coyote's deeply personal stories are looking to make a break from their circumstances, but the North is in their bones: so is their connections to family, friends, and other women. Like the protagonist in the title story, a waitress whose attempts to help a young co-worker saddled with a lunatic father finds her running across rooftops and climbing ladders; by getting close to Spider Man, she gets closer to freedom. Startling in their intimacy, the stories in Close to Spider Man make up a moving scrapbook of what it's like to be a young queer woman in the North, journeys imbued with the colours of a prescient sexuality and an honest heart. Runner-up, Danuta Gleed Award for Short-Fiction",http://books.google.com/books/content?id=kq02DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
135,135,Tomboy Survival Guide,['Biography & Autobiography'],arsenal pulp press,2016-10-10,208.0,https://play.google.com/store/books/details?id=cq42DwAAQBAJ&rdid=book-cq42DwAAQBAJ&rdot=1&source=gbs_api,11.99,4.0,3.0,MATURE,en,"Stonewall Book Award Honor Book winner Ivan Coyote is a celebrated storyteller and the author of ten previous books, including Gender Failure (with Rae Spoon) and One in Every Crowd, a collection for LGBT youth. Tomboy Survival Guide is a funny and moving memoir told in stories, in which Ivan recounts the pleasures and difficulties of growing up a tomboy in Canada’s Yukon, and how they learned to embrace their tomboy past while carving out a space for those of us who don’t fit neatly into boxes or identities or labels. Ivan writes movingly about many firsts: the first time they were mistaken for a boy; the first time they purposely discarded their bikini top so they could join the boys at the local swimming pool; and the first time they were chastised for using the women’s washroom. Ivan also explores their years as a young butch, dealing with new infatuations and old baggage, and life as a gender-box-defying adult, in which they offer advice to young people while seeking guidance from others. (And for tomboys in training, there are even directions on building your very own unicorn trap.) Tomboy Survival Guide warmly recounts Ivan’s adventures and mishaps as a diffident yet free-spirited tomboy, and maps their journey through treacherous gender landscapes and a maze of labels that don’t quite stick, to a place of self-acceptance and an authentic and personal strength. These heartfelt, funny, and moving stories are about the culture of difference—a “guide” to being true to one’s self.",http://books.google.com/books/content?id=cq42DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
136,136,Care Of,['Literary Collections'],McClelland & Stewart,2021-06-08,224.0,https://play.google.com/store/books/details?id=AzoGEAAAQBAJ&rdid=book-AzoGEAAAQBAJ&rdot=1&source=gbs_api,11.99,,,NOT_MATURE,en,"Beloved storyteller Ivan Coyote returns with their most intimate and moving book yet. Writer and performer Ivan Coyote has spent decades on the road, telling stories around the world. For years, Ivan has kept a file of the most special communications received from readers and audience members—letters, Facebook messages, emails, soggy handwritten notes tucked under the windshield wiper of their truck after a gig. Then came Spring, 2020, and, like artists everywhere, Coyote was grounded by the pandemic, all their planned events cancelled. The energy of a live audience, a performer’s lifeblood, was suddenly gone. But with this loss came an opportunity for a different kind of connection. Those letters that had long piled up could finally begin to be answered. Care Of combines the most powerful of these letters with Ivan’s responses, creating a body of correspondence of startling intimacy, breathtaking beauty, and heartbreaking honesty and openness. Taken together, they become an affirming and joyous reflection on many of the themes central to Coyote’s celebrated work—compassion and empathy, family fragility, non-binary and Trans identity, and the unending beauty of simply being alive, a giant love letter to the idea of human connection, and the power of truly listening to each other.",http://books.google.com/books/content?id=AzoGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[331]
137,137,Gender Failure,['Social Science'],Arsenal Pulp Press,2014-03-31,160.0,https://play.google.com/store/books/details?id=eRQwCgAAQBAJ&rdid=book-eRQwCgAAQBAJ&rdot=1&source=gbs_api,17.99,4.0,2.0,MATURE,en,"""Being a girl was something that never really happened for me."" —Rae Spoon Ivan E. Coyote and Rae Spoon are accomplished, award-winning writers, musicians, and performers; they are also both admitted ""gender failures."" In their first collaborative book, Ivan and Rae explore and expose their failed attempts at fitting into the gender binary, and how ultimately our expectations and assumptions around traditional gender roles fail us all. Based on their acclaimed 2012 live show that toured across the United States and in Europe, Gender Failure is a poignant collection of autobiographical essays, lyrics, and images documenting Ivan and Rae's personal journeys from gender failure to gender enlightenment. Equal parts hilarious and heartbreaking, it's a book that will touch LGBTQ readers and others, revealing, with candor and insight, that gender comes in more than two sizes. Ivan E. Coyote is the author of six story collections and the award-winning novel Bow Grip, and is co-editor of Persistence: All Ways Butch and Femme. Ivan frequently performs at high schools, universities, and festivals across North America. Rae Spoon is a transgender indie musician whose most recent CD is My Prairie Home, which is also the title of a new National Film Board of Canada documentary about them. Rae's first book, First Spring Grass Fire, was a Lambda Literary Award finalist in 2013.",http://books.google.com/books/content?id=eRQwCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"['Ivan Coyote', 'Rae Spoon']",[37],[]
138,138,Persistence,['Social Science'],arsenal pulp press,2011-05-03,256.0,https://play.google.com/store/books/details?id=2K02DwAAQBAJ&rdid=book-2K02DwAAQBAJ&rdot=1&source=gbs_api,19.99,5.0,1.0,MATURE,en,"Lambda Literary Award finalist American Library Association Stonewall Honor Book In the summer of 2009, butch writer and storyteller Ivan Coyote and gender researcher and femme dynamo Zena Sharman wrote down a wish-list of their favourite queer authors; they wanted to continue and expand the butch-femme conversation. The result is Persistence: All Ways Butch and Femme. The stories in these pages resist simple definitions. The people in these stories defy reductive stereotypes and inflexible categories. The pages in this book describe the lives of an incredible diversity of people whose hearts also pounded for some reason the first time they read or heard the words ""butch"" or ""femme."" Contributors such as Jewelle Gomez (The Gilda Stories), Thea Hillman (Intersex), S. Bear Bergman (Butch is a Noun), Chandra Mayor (All the Pretty Girls), Amber Dawn (Sub Rosa), Anna Camilleri (Brazen Femme), Debra Anderson (Code White), Anne Fleming (Anomaly), Michael V. Smith (Cumberland), and Zoe Whittall (Bottle Rocket Hearts) explore the parameters, history, and power of a multitude of butch and femme realities. It's a raucous, insightful, sexy, and sometimes dangerous look at what the words butch and femme can mean in today’s ever-shifting gender landscape, with one eye on the past and the other on what is to come. Includes a foreword by Joan Nestle, renowned femme author and editor of The Persistent Desire: A Femme-Butch Reader, a landmark anthology originally published in 1992. Ivan E. Coyote is the author of seven books (including the novel Bow Grip, an American Library Association Stonewall Honor Book) and a long-time muser on the trappings of the two-party gender system. Zena Sharman is the assistant director of Canada's national Institute of Gender and Health.",http://books.google.com/books/content?id=2K02DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"['Ivan Coyote', 'Zena Sharman']",[37],[]
139,139,Loose End,['Humor'],ReadHowYouWant.com,2010-06,274.0,,,,,MATURE,en,"Ivan E. Coyote has developed a reputation as one of North America's most disarming storytellers; her tales of life on the roads and trails of the North as well as rural America are rich in their plainspoken, honest truths. In Loose End, her third story collection, Ivan focuses her attention on the city: urban life, specifically in the East End of Vancouver, a diverse neighborhood of all types - old, young, gay, straight, white, black, Asian - communing at local coffee bars over hot rods, the art of skinny-dipping, and changes in the weather. Ivan presides over this circus of activities with her cool gaze, whether it's trying to impress the woman with the hot tub next door, or showing her mother how to use a cordless drill. Ivan's world is the world of being out and open and unafraid; it's also a world in which no ghettos - racial, cultural, or defined by sexuality or gender - exist. With the calm, observant eye of a master storyteller, Ivan E. Coyote shows us how to break free of the rigors of authority and be true to ourselves, warts and all.",http://books.google.com/books/content?id=j-9mKDGtaiUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
140,140,Missed Her,['Fiction'],arsenal pulp press,2010-08-31,160.0,https://play.google.com/store/books/details?id=wq02DwAAQBAJ&rdid=book-wq02DwAAQBAJ&rdot=1&source=gbs_api,16.99,5.0,1.0,MATURE,en,"Ivan E. Coyote is a master storyteller; her beautiful, funny stories about growing up a lesbian butch in the Canadian north attract audiences both gay and straight. In her fifth collection, Ivan addresses issues of family, queer youth, and homophobia with a trenchant and wistful eye.",http://books.google.com/books/content?id=wq02DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
141,141,One in Every Crowd,['Juvenile Fiction'],arsenal pulp press,2012-09-11,238.0,https://play.google.com/store/books/details?id=_q02DwAAQBAJ&rdid=book-_q02DwAAQBAJ&rdot=1&source=gbs_api,15.99,5.0,1.0,NOT_MATURE,en,"Lesbian storyteller Ivan E. Coyote’s first book for queer youth includes brand new stories and others culled from previous collections, inspired by the tragic increase in the number of teen suicides resulting from bullying. Funny, inspiring, and full of heart, these stories are about embracing and celebrating difference and feeling comfortable in one's own skin, no matter what the circumstance.",http://books.google.com/books/content?id=_q02DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
142,142,Bow Grip,['Fiction'],arsenal pulp press,2007-04-01,224.0,https://play.google.com/store/books/details?id=KK02DwAAQBAJ&rdid=book-KK02DwAAQBAJ&rdot=1&source=gbs_api,17.99,4.0,2.0,NOT_MATURE,en,"Ivan E. Coyote is one of North America’s most beguiling storytellers and the author of three story collections, including Loose End, which was shortlisted for the Ferro-Grumley Award for Fiction in 2006. Bow Grip, Coyote’s first novel, is a breathtaking story about love and loneliness; in it, a good-hearted, small-town mechanic struggles to deal with a wife who has left him for another woman until a used cello and an acquaintance’s suicide attempt compel him to make some changes in his life. With quiet authority, Bow Grip is about one man’s true rite of passage—trying to keep the ghosts of personal history at bay with a heart that’s as big as the endless prairie sky.",http://books.google.com/books/content?id=KK02DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ivan Coyote'],[37],[]
143,143,Countee Cullen: Collected Poems,['Poetry'],Library of America,2013-03-21,336.0,https://play.google.com/store/books/details?id=Nd0gmv-C_OgC&rdid=book-Nd0gmv-C_OgC&rdot=1&source=gbs_api,10.99,5.0,1.0,NOT_MATURE,en,"A major and sometimes controversial figure of the Harlem Renaissance, Countee Cullen fused a mastery of the formal lyric with a passionate engagement with themes social, religious, racial, and personal in such books as Color, Copper Sun, and The Black Christ. Certain of his poems—“Heritage,” “Yet Do I Marvel”—are widely celebrated, but much of Cullen’s work remains to be discovered. This volume restores to print a body of work of singular intensity and beauty. This is volume #32 in The Library of America’s American Poets Project series.",http://books.google.com/books/content?id=Nd0gmv-C_OgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Countee Cullen'],[38],[304]
144,144,Color,['Poetry'],Graphic Arts Books,2021-03-24,110.0,https://play.google.com/store/books/details?id=LsUqEAAAQBAJ&rdid=book-LsUqEAAAQBAJ&rdot=1&source=gbs_api,6.99,,,NOT_MATURE,en,"Color (1925) is a collection of poems by Countee Cullen. Published the same year Cullen entered Harvard to pursue a masters in English, Color was a brilliant debut by a poet who had already gained a reputation as a leading young artist of the Harlem Renaissance. Deeply personal and attuned to poetic tradition, Cullen’s verses capture the spirit of creative inquiry that defined a generation of writers, musicians, painters, and intellectuals while changing the course of American history itself. “Over three centuries removed / From the scenes his fathers loved, / Spicy grove, cinnamon tree, / What is Africa to me?” In “Heritage,” Cullen investigates his relationship with the past as a black man raised in a nation his people were forced to build. His question bears a dual sense of genuine wonder and cynical doubt, and ultimately produces no easy answer. For Cullen could have just as easily asked “What is America to me?”, to which his poem “Incident” might respond: “I saw a Baltimorean / Keep looking straight at me. / [...] / And so I smiled, but he poked out / His tongue, and called me, ‘Nigger.’ / [...] Of all the things that happened there / That’s all I can remember.” In these lines, a single memory serves to define an entire city; an entire childhood, even, is defined by the violent response of a white man consumed with hatred. Cullen’s relationship to place, whether Africa, America, or Baltimore, is inextricably linked to his experience of racial violence. With this knowledge, he navigates the spaces between these places, inhabiting a language and a poetic tradition thrust upon him at birth. For Cullen, poetry is as much a means of survival and self-invention as it is a form of art—without it, where would he be? With a beautifully designed cover and professionally typeset manuscript, this edition of Countee Cullen’s Color is a classic of African American literature reimagined for modern readers.",http://books.google.com/books/content?id=LsUqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Countee Cullen'],[38],[]
145,145,My Soul's High Song,['Fiction'],Doubleday Books,1991,618.0,,,,,NOT_MATURE,en,"Gathers poetry and prose by Cullen, Zora Neale Hurston, and Langston Hughes, leading literary figures of the Harlem Renaissance",http://books.google.com/books/content?id=ZCMEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[166]
146,146,My Lives and How I Lost Them,['Cats'],Silver Burdett Press,1993-04-01,174.0,,,,,NOT_MATURE,en,"Now in his ninth life, a cat reminisces about adventures in the previous eight.",,"['Christopher Cat', 'Countee Cullen']",[38],[]
147,147,One Way to Heaven,['African Americans'],,1932,280.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=649aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[]
148,148,The Lost Zoo,"['Animals, Mythical']",,1992,95.0,,,,,NOT_MATURE,en,"Poems explain why animals such as the Wakeupworld, the Squilililigee, the Sleepamitemore, and the Treasuretit did not get onto Noah's Ark, and are therefore not seen in any zoo today.",http://books.google.com/books/content?id=MwMDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[]
149,149,Caroling Dusk,['Poetry'],Citadel Press,1993,237.0,,,,,NOT_MATURE,en,"This selection from the work of 38 poets was made by Countee Cullen in 1927. His stated purpose at the time was to bring together a miscellany of deeper appreciated but scattered verse. Poets include Countee Cullen, Paul Laurence Dunbar, James Weldon Johnson, Langston Hughes, Arna Bontemps, Sterling A. Brown, Jessie Faucet, Alice Dunbar Nelson, Jean Toomer, Claude McKay, W.E.B. Du Bois, and other poets of the twenties. **Lightning Print On Demand Title",http://books.google.com/books/content?id=cRxaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[]
150,150,The Medea and Some Poems,['Medea (Greek mythology)'],,1935,95.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=gY9aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[]
151,151,Color,['Poetry'],Ayer Company Pub,1993,108.0,,,,,NOT_MATURE,en,"A reprint of Harlem Renaissance poet Countee Cullen's first book, which contains more than seventy poems including epitaphs and works about blackness, love, and other assorted topics.",http://books.google.com/books/content?id=YGPNPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[]
152,152,My Soul's High Song,['Fiction'],Doubleday Books,1991,618.0,,,,,NOT_MATURE,en,"Gathers poetry and prose by Cullen, Zora Neale Hurston, and Langston Hughes, leading literary figures of the Harlem Renaissance",http://books.google.com/books/content?id=-lWuAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[166]
153,153,Color,['African Americans'],,1925,108.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=K1tOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Countee Cullen'],[38],[]
154,154,The Black Christ & Other Poems,['African Americans'],,1929,110.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=ZGauAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Countee Cullen'],[38],[]
155,155,The Bone Mother,['Fiction'],ChiZine Publications,2017-06-27,242.0,,,4.0,1.0,NOT_MATURE,en,"Finalist for the Shirley Jackson Award: “Beautiful and brutal nightmares . . . made all the more terrifying by the history in which they’re grounded.” —Publishers Weekly, starred review Three neighboring villages on the Ukrainian/Romanian border are the final refuge for the last of the mythical creatures of Eastern Europe. Now, on the eve of the war that may eradicate their kind—and with the ruthless Night Police descending upon their sanctuary—they tell their stories and confront their destinies. The Rusalka, the beautiful, vengeful water spirit who lives in lakes and ponds and lures men and children to their deaths. The Vovkulaka, who changes from her human form into that of a wolf and hides with her kind deep in the densest forests. The Strigoi, a revenant who feasts on blood and twists the minds of those who love, serve, and shelter him. The Drevniye, an apparition that impersonates its victim and draws him into a web of evil in order to free itself. And the Bone Mother, a skeletal crone with iron teeth who lurks in her house in the heart of the woods, and cooks and eats those who fail her vexing challenges. Eerie and unsettling like the best fairy tales, these incisor-sharp portraits of ghosts, witches, sirens, and seers—and the mortals who live at their side and in their thrall—will chill your marrow and tear at your heart. “A fable filled with mythical creatures ranging from werewolves to witches . . . set, in part, among the villages of eastern Europe on the eve of the Second World War.” —The Globe and Mail (Toronto) “Extraordinary . . . A dark and shining mosaic of a story with unforgettable imagery and elegant, evocative prose.” —Publishers Weekly, starred review Longlisted for the 2017 Scotiabank Giller Prize Winner of the 2018 Sunburst Award Longlisted for the 2018 Toronto Book Awards",http://books.google.com/books/content?id=5MU2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Demchuk'],[39],[]
156,156,Red X,['Fiction'],Strange Light,2021-08-31,272.0,https://play.google.com/store/books/details?id=WI4TEAAAQBAJ&rdid=book-WI4TEAAAQBAJ&rdot=1&source=gbs_api,12.99,,,NOT_MATURE,en,"A hunted community. A haunted author. A horror that spans centuries. Men are disappearing from Toronto's gay village. They're the marginalized, the vulnerable. One by one, stalked and vanished, they leave behind small circles of baffled, frightened friends. Against the shifting backdrop of homophobia throughout the decades, from the HIV/AIDS crisis and riots against raids to gentrification and police brutality, the survivors face inaction from the law and disinterest from society at large. But as the missing grow in number, those left behind begin to realize that whoever or whatever is taking these men has been doing so for longer than is humanly possible. Woven into their stories is David Demchuk's own personal history, a life lived in fear and in thrall to horror, a passion that boils over into obsession. As he tries to make sense of the relationship between queerness and horror, what it means for gay men to disappear, and how the isolation of the LGBTQ+ community has left them profoundly exposed to monsters that move easily among them, fact and fiction collide and reality begins to unravel. A bold, terrifying new novel from the award-winning author of The Bone Mother.",http://books.google.com/books/content?id=WI4TEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Demchuk'],[39],[]
157,157,Red X,['Fiction'],Strange Light,2021-08-31,272.0,,,,,NOT_MATURE,en,"A hunted community. A haunted author. A horror that spans centuries. Men are disappearing from Toronto's gay village. They're the marginalized, the vulnerable. One by one, stalked and vanished, they leave behind small circles of baffled, frightened friends. Against the shifting backdrop of homophobia throughout the decades, from the HIV/AIDS crisis and riots against raids to gentrification and police brutality, the survivors face inaction from the law and disinterest from society at large. But as the missing grow in number, those left behind begin to realize that whoever or whatever is taking these men has been doing so for longer than is humanly possible. Woven into their stories is David Demchuk's own personal history, a life lived in fear and in thrall to horror, a passion that boils over into obsession. As he tries to make sense of the relationship between queerness and horror, what it means for gay men to disappear, and how the isolation of the LGBTQ+ community has left them profoundly exposed to monsters that move easily among them, fact and fiction collide and reality begins to unravel. A bold, terrifying new novel from the award-winning author of The Bone Mother.",http://books.google.com/books/content?id=gzQ7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['David Demchuk'],[39],[]
158,158,The Bone Mother,['Fiction'],,2020-05-26,220.0,,,4.0,1.0,NOT_MATURE,en,"Sunburst Award winner and Shirley Jackson Award nominee, David Demchuk's acclaimed debut horror novel The Bone Mother tells of an Eastern European enclave of witches, ghosts and creatures of fairytale and folklore facing extinction on the eve of WWII. ""Extraordinary...a dark and shining mosaic of a story."" Publishers Weekly (starred review)",http://books.google.com/books/content?id=gk-EzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['David Demchuk'],[39],[]
159,159,Office Games,,,1985,,,,,,NOT_MATURE,en,,,"['Tarragon Theatre Archives (University of Guelph)', 'Andy McKim', 'Don Hannah', 'John Gregory', 'David Demchuk', 'Solar Stage']",[39],[]
160,160,Seven,['Fiction'],Dundurn,2020-09-05,416.0,https://play.google.com/store/books/details?id=PqGxDwAAQBAJ&rdid=book-PqGxDwAAQBAJ&rdot=1&source=gbs_api,9.99,3.5,11.0,NOT_MATURE,en,"FINALIST FOR THE 2021 TRILLIUM AWARD • FINALIST FOR THE 2021 EVERGREEN AWARD • AN INDIGO BEST BOOK OF 2020 • A GLOBE AND MAIL BEST INDEPENDENT READ FOR FALL 2020 • AN APPLE BOOKS BEST BOOK OF 2020 • A CBC BOOKS BEST CANADIAN FICTION BOOK OF 2020 • A NOW MAGAZINE TOP TEN BOOK OF 2020 ""Be prepared for this novel to stay with you for a long time, especially its ending.""—GLOBE AND MAIL ""[An] extraordinary book... packed with discovery and jarring emotional arcs.""—TORONTO STAR ""Penetrating and subtle ... [An] immersive, absorbing portrait.""—EDEN ROBINSON ""Explores with courage and storytelling finesse the harsh truths within the ideals of kinship and community."" —DAVID CHARIANDY ""An urgent and passionate read."" —VIVEK SHRAYA ""Visceral and emotional... a courageous feat.""—QUILL & QUIRE (starred review) A brave, soulfully written feminist novel about inheritance and resistance that tests the balance between kinship and the fight against customs that harm us. When Sharifa accompanies her husband on a marriage-saving trip to India in 2016, she thinks that she’s going to research her great-great-grandfather, a wealthy business leader and philanthropist. What captures her imagination is not his rags-to-riches story, but the mystery of his four wives, missing from the family lore. She ends up excavating much more than she had imagined. Sharifa’s trip coincides with a time of unrest within her insular and conservative religious community, and there is no escaping its politics. A group of feminists is speaking out against khatna, an age-old ritual they insist is female genital cutting. Sharifa’s two favourite cousins are on opposite sides of the debate and she seeks a middle ground. As the issue heats up, Sharifa discovers an unexpected truth and is forced to take a position.",http://books.google.com/books/content?id=PqGxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Farzana Doctor'],[40],[]
161,161,Six Metres of Pavement,['Fiction'],Dundurn,2011-02-17,380.0,https://play.google.com/store/books/details?id=BdBFbIK9mrYC&rdid=book-BdBFbIK9mrYC&rdot=1&source=gbs_api,9.99,4.0,1.0,NOT_MATURE,en,"Ismail Boxwala made the worst mistake of his life one summer morning twenty years ago: he forgot his baby daughter in the back seat of his car. After his daughter's tragic death, he struggles to continue living. A divorce, years of heavy drinking, and sex with strangers only leave him more alone and isolated. But Ismail's story begins to change after he reluctantly befriends two women: Fatima, a young queer activist kicked out of her parents' home; and Celia, his grieving Portuguese-Canadian neighbour who lives just six metres away. A slow-simmering romance develops between Ismail and Celia. Meanwhile, dangers lead Fatima to his doorstep. Each makes complicated demands of him, ones he is uncertain he can meet.",http://books.google.com/books/content?id=BdBFbIK9mrYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Farzana Doctor'],[40],[]
162,162,All Inclusive,['Fiction'],Dundurn,2015-10-03,296.0,https://play.google.com/store/books/details?id=GkG9BgAAQBAJ&rdid=book-GkG9BgAAQBAJ&rdot=1&source=gbs_api,9.99,4.0,1.0,NOT_MATURE,en,"2015 Now Magazine Best Author 2015 Kobo Best Book of the Year — Canadian Favourites Category A story about one all-inclusive resort, the ghost of an unknown father, and the tragedies we can’t forget. What’s it like when everyone’s dream vacation is your job? Ameera works at a Mexican all-inclusive resort, where every day is paradise — if “paradise” means endless paperwork, quotas to meet, and entitled tourists. But it’s not all bad: Ameera’s pastime of choice is the swingers scene, and the resort is the perfect place to hook up with like-minded couples without all the hassle of having to see them again. Despite Ameera’s best efforts to keep her sideline a secret, someone is spreading scandalous rumours about her around the resort, and her job might be at stake. Meanwhile, she’s being plagued by her other secret, the big unknown of her existence: the identity of her father and why he disappeared. Unbeknownst to Ameera, her father, Azeez, is looking for her, and they both must come to terms with the reason why he abandoned her. A moving new work from award-winning author Farzana Doctor, All Inclusive blurs the lines between the real world and paradise, and life and death, and reminds us that love is neither easily lost nor found.",http://books.google.com/books/content?id=GkG9BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Farzana Doctor'],[40],[]
163,163,Stealing Nasreen,['Fiction'],Inanna Publications & Education Incorporated,2007,222.0,,,,,NOT_MATURE,en,"Set in Toronto with back story in Mumbai, Nasreen, an Indo-Canadian lesbian and burnt-out psychologist, becomes enmeshed in the lives of Shaffiq and his wife Salma, new immigrants to Canada.",http://books.google.com/books/content?id=ZFwaAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Farzana Doctor'],[40],[]
