name,bio
Dover Publications,"Dover Publications, also known as Dover Books, is an American book  founded in 1941 by Hayward Cirker and his wife, Blanche.  It primarily reissues books that are  from their original publishers. These are often, but not always, books in the . The original published editions may be scarce or historically significant. Dover republishes these books, making them available at a significantly reduced cost.
"
Dreamspinner Press,"Dreamspinner Press is a  based  . Dreamspinner Press is an independent publisher, specializing in gay romantic fiction with print, eBook, and audiobook releases, and titles translated in French, German, Italian, Spanish, Japanese, Korean, Thai, Turkish and Hungarian. Titles include content in contemporary, historical, mystery and suspense, science fiction, fantasy and paranormal, steampunk, transgender, Western, and humor genres, along with the house branded lines. In March 2012, a GLBT teen and new adult fiction imprint, Harmony Ink Press, was launched for readers ages 14–21.
"
Dundurn Press,"Dundurn Press is one of the largest Canadian-owned  of adult and children's fiction and non-fiction. The company publishes Canadian , , , politics and arts. Dundurn has about 2500 books in print, and averages around one hundred new titles each year. Dundurn Press was established in 1972 by Kirk Howard, In 2009, Dundurn forged a co-publishing partnership with the Ontario Genealogical Society, and in 2011, Dundurn purchased Napoleon & Company and Blue Butterfly Books. In 2013, Dundurn acquired Thomas Allen Publishers, the publishing branch of . Thomas Allen & Son Limited is a Canadian , and remains Canada's oldest family-owned and operated distributor, having been in continuous operation for over 90 years. Its books include  by .
"
E. P. Dutton,"E. P. Dutton was an   company[]. It was founded as a book retailer in , in 1852 by Edward Payson Dutton.
"
Penguin Group,"
"
Earthscan,"Earthscan is an English-language publisher of books and journals on climate change, sustainable development and environmental technology for academic, professional and general readers.
"
ECW Press,"ECW Press is a    located in , .  It was founded by Jack David and  in 1974 as a   named Essays on Canadian Writing.  They started publishing trade and scholarly books in 1979.
"
Eel Pie Publishing,"Eel Pie Publishing is a publishing house founded by musician and author  in 1977, and named after . It is part of the Eelpie Group of Companies including Eel Pie Recording Production Ltd (renamed Honorable Ltd) which was set up in 1970 by Pete Townshend.
"
Elliot Stock,"Elliot Stock (1838 - 1 March 1911) was an English publisher and bibliophile who collected first editions. The publishing company that bore his name was in business from 1859 to 1939.
"
Ellora's Cave,"Ellora's Cave was an independent  publisher. It was launched in 2000, and initially published in  only format and later moved into print. Ellora's Cave published in several genres, which included but were not limited to adult romance, erotica, erotica for men, non-fiction, and traditional romance.
"
Elsevier,"
"
RELX,"
"
Emerald Group Publishing,"
"
Etruscan Press,"Etruscan Press is an American publisher founded in 2001 with a grant from the Oristaglio Foundation.  Housed at  and partnering with , Etruscan Press is distributed nationally by Consortium Distribution.
"
Europa Press,"The Europa Press was a publishing house founded and run by the   poet . The press was based in Paris from its inception in 1932 until 1935, when Reavey moved to London. It ceased operation in 1939.
"
Everyman's Library,"Everyman's Library is a series of reprints of classic literature, primarily from the . It is currently[] published in hardback by . It was originally an imprint of  (itself later a division of  and presently an imprint of Orion Books), who continue to publish Everyman Paperbacks.
"
Ewha Womans University Press,"Ewha Womans University Press (이화여자대학교출판부 ) is a book  .  
"
Exact Change,"Exact Change is an American independent book publishing company founded in 1989 by  and  who, outside of their publishing careers, were musicians associated with   and . The company specialises in re-publishing 19th- and 20th-century  literature and has published works by ,  and  among many others.
"
Express Publishing,"
"
Faber and Faber,"
"
FabJob,"FabJob is a book publisher based in , , and , the . It was founded in 1999 by sisters  and .
"
Fairview Press,"
"
Fantagraphics Books,"Fantagraphics (previously Fantagraphics Books) is an American publisher of , classic  anthologies, , magazines, , and the  Eros Comix imprint. Many notable cartoonists have published their work through Fantagraphics, including , , , , , , , , , and the .
"
"Farrar, Straus and Giroux","Farrar, Straus and Giroux (FSG) is an American book publishing company, founded in 1946 by  and . FSG is known for publishing literary books, and its authors have won numerous awards, including , , and . The publisher is currently a division of , whose parent company is the German publishing conglomerate .
"
Henry Holt and Company,"Henry Holt and Company is an  book-publishing company based in New York City. One of the oldest publishers in the United States, it was founded in 1866 by  and . Currently, the company publishes in the fields of American and international , ,  and , , , and , as well as books for children's literature. In the US, it operates under .
"
Fearless Books,"Fearless Books is an independent publisher in northern California, founded in 1997 by the author, editor, and literary agent D. Patrick Miller.
"
Felony & Mayhem Press,"Felony & Mayhem Press is an   which specializes in re-issues of out-of-print  novels, first paperback editions of books previously published in hardcover, and U.S. editions of books that initially came out overseas. The company is located in  and  was founded in June 2005 by , co-owner of the  bookstore, Partners and Crime. All Felony & Mayhem imprints are trade paperbacks. The company was called ""the most dastardly local press"" in the 's Best of New York 2008 issue.
"
Firebrand Books,"Firebrand Books is a publishing house established in 1984 by ---a lesbian/feminist activist in Ithaca, NY.  Karen Oosterhouse, publisher since 2003, describes Firebrand as ""the independent publisher of record for feminist and lesbian fiction and nonfiction,"" championing ""authors whose work has been marginalized: women of color, women coming out of poverty, transwomen, the genderqueer, and other underrepresented voices."" It is among the many  and  publishing houses that grew out of the Women's Press Movement; other presses of that period include , Persephone and .
"
Flame Tree Publishing,"Flame Tree Publishing is an independent publisher of books, calendars and other stationery items, based in , ,  with an editorial office in New York. It focuses on art, music, lifestyle and fiction categories. Flame Tree creates content in the form of paper printed encyclopedias, guides and practical books and publishes them in different book, gift, stationery and digital markets worldwide. It has a number of license arrangements with museums, galleries and other licensors, including ,  and . The publisher started releasing  and launched a new fantasy, crime and science fiction classics imprint called Flame Tree 451. In 2015 Flame Tree launched a range of deluxe Gothic Fantasy titles combining new stories from open submissions and curated classic writing. In 2018 a new trade imprint fiction imprint called Flame Tree Press began to publish new novels in the horror and suspense, sf and fantasy and crime and mystery genres. 
"
Focal Press,"Focal Press is a publisher of  technology books and it is an imprint of . It was founded in 1938 by , a  photographer who immigrated to  in 1937 and eventually published over 1,200  on .
"
Folio Society,"
"
Forum Media Group,"The FORUM MEDIA GROUP (FMG) is an international media company headquartered near  (Germany) with leading professional  worldwide. In 2017, the FMG achieved a turnover of 110 million Euro and employed more than 1,200 employees in Europe, Asia, North America, and Australia.
"
Four Courts Press,"
"
Four Walls Eight Windows,"Four Walls Eight Windows was an independent book publisher in . Known as 4W8W or Four Walls, the company was notable for its dual commitment to progressive politics and adventurous, edgy literary fiction. 
"
"Frederick Fell Publishers, Inc.","Frederick Fell Publishers, Inc. is an independent   specializing in  books in genres such as , , , , and . Their motto is ""A World of Books That Fill A Need"".
"
Frederick Warne & Co,"Frederick Warne & Co. is a   founded in 1865. It is famous for children's books, particularly those of , and for its , which have gained a cult following.
"
Free Press,"Free Press was an independent book publisher that later became an imprint of . It was one of the best-known publishers specializing in serious nonfiction, including path-breaking sociology books of the 1950s, 1960s and 1970s. After a period under new ownership in the 1980s of publishing  books, it was purchased by Simon & Schuster in 1994. By 2012, the imprint ceased to exist as a distinct entity; however, some books were still being published using the Free Press imprint.
"
Fulcrum Press,"Fulcrum Press (1965 – 1974) was founded in London in the mid-1960s by medical student Stuart Montgomery (born 1938, in ) and his wife Deirdre. Montgomery later became an eminent psychiatrist and expert in depression. Earning a reputation as the premier small press of the late 1960s to early '70s, Fulcrum published major  and British poets in the  and the avant-garde traditions in carefully designed books on good paper.  The Fulcrum Press made a significant contribution to the  and was one of the best known little presses of the period, recognized for publishing the works of Modernist poets including , ,  and .
"
Funk & Wagnalls,"Funk & Wagnalls was an American  known for its reference works, including A Standard Dictionary of the English Language (1st ed. 1893–5), and the Funk & Wagnalls Standard Encyclopedia (25 volumes, 1st ed. 1912).
"
G. P. Putnam's Sons,"G. P. Putnam's Sons is an American  based in , . Since 1996, it has been an  of the .
"
G-Unit Books,"G-Unit Books was an American book publishing  started by rapper  in partnership with MTV/Pocketbooks on January 4, 2007 following a prior relationship with the company dating back to the publication of his memoir in 2005. He launched  G-Unit Books at the  in New York.
"
Gaspereau Press,"Gaspereau Press is a  book publishing company, based in , . Established in 1997 by Andrew Steeves and Gary Dunfield, the company's philosophy emphasizes ""making books that reinstate the importance of the book as a physical object"", maintaining control over the design and the manufacturing quality of its titles as one of the few Canadian publishing houses that continues to print and bind its own books in-house.
"
Gay Men's Press,"Gay Men's Press was a  of books based in London, United Kingdom. Founded in 1979, the imprint was run until 2000 by its founders, then until 2006 by Millivres Prowler.
"
Gefen Publishing House,"Gefen Publishing House (הוצאת גפן) is an English language   firm located in , Israel, which also has a department in .
"
George H. Doran Company,"
"
George Newnes,"George Newnes Ltd is a British publisher. The company was founded in 1891 by  (1851–1910), considered a founding father of popular journalism. Newnes published such magazines and periodicals as , , , , , , , , and the ""Practical"" line of magazines overseen by editor . Long after the founder's death, Newnes was known for publishing ground-breaking consumer magazines such as .
"
Godhead publishing,NaN
Godwit Press,"
Godwit Press is a major  publisher of non-fiction works, mainly of New Zealand arts, literature, and natural history. Initially founded in Auckland in 1989, the company was taken over by  in 2000 and has since been its main non-fiction publishing arm in New Zealand.
"
Golden Cockerel Press,"
"
The Good Book Company,"The Good Book Company (TGBC) is an  , located in Epsom, Surrey, England. They are structured as a large unquoted, private company, limited by share capital. Their practices include publishing, mission outreach and training. The Publisher was declared runner up in the Christian Publisher of the Year Award by the Trade Body for Christian Publishing and Retailing in the UK. []
"
Good News Publishers,"Good News Publishers, now known by its publishing ministry Crossway, is an    organization headquartered in . Clyde and Muriel Dennis founded Good News Publishers in 1938, working out of their home in Minneapolis, Minnesota.
"
Goops Unlimited,"
"
Goose Lane Editions,"Goose Lane Editions is a   company founded in 1954 in ,  as Fiddlehead Poetry Books by  and a group of students and faculty from the  associated with .  After Cogswell retired in 1981, his successor, Peter Thomas, changed the name to Goose Lane Editions. From 1989 to 1997  was president of Goose Lane. It is now headed by publisher and co-owner Susanne Alexander. The  says the publishing company ""has evolved to become one of Canada's most exciting showcases of home-grown literary talent.""
"
Grafton,"Grafton was a British paperback  established c.1981 by Granada Publishing Ltd, a subsidiary of media company .  It was named after the publishing company's then address, 8 Grafton Street, in central London.  Other paperback imprints of Granada at the time included , later home of the ,  and . A collaboration with hardback publishers ,  and  in 1976 resulted in the creation of Triad Books.
"
Graywolf Press,"Graywolf Press is an ,   located in . Graywolf Press publishes , , and .
"
Greenery Press,"Greenery Press is a  house based in , specializing in books on  (particularly ) and , with over 50 titles in print.  Most titles are non-fiction, but a smaller number of fiction titles and memoirs are published under the Grass Stain Press name.  Greenery's sales top 100,000 books per year.
"
Greenleaf Book Group,"Greenleaf Book Group is an independent book  and , which was established by Clint Greenleaf in 1997. Greenleaf was a CPA and accountant at  before writing his first book, Attention to Detail, in 1997 and then founding the company over his parents’ garage. The company is based on a business model where the author pays for the publishing under a selective imprint and retains all rights. It has been based in ,  since 2004.[]
"
Greenleaf Publishing Ltd,"Greenleaf Publishing is a UK-based publishing  specializing in , ,  and management, future  and practice, and . Founded in 1992 as an independent publisher, the company became part of GSE Research Limited, an online scholarly publisher specializing in governance, sustainability and the environment, in 2012. In 2017, the company was sold to  and became part of its  imprint.
"
Greenwillow Books,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
HarperCollins,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
Greenwood Publishing Group,"Greenwood Publishing Group, Inc. (GPG), also known as ABC-Clio/Greenwood (stylized ABC-CLIO/Greenwood), is an educational and academic publisher ( through  level) which is today part of . Established in 1967 as Greenwood Press, Inc. and based in , GPG publishes  under its Greenwood Press , and scholarly, professional, and general interest books under its related imprint, Praeger Publishers (). Also part of GPG is Libraries Unlimited, which publishes professional works for librarians and teachers.
"
Gregg Press,"Gregg Press was founded about 1965 by Charles Gregg in  to distribute in the United States the antiquarian reprints published in the UK by Gregg Press International.
"
Grosset & Dunlap,"Grosset & Dunlap is a  publishing house founded in 1898.
"
Grove Atlantic,"
"
Grove Press,"Grove Press is an   that was founded in 1947. Imprints include: Black Cat, Evergreen, Venus Library, and Zebra.  purchased the company in 1951 and turned it into an  book press in the United States. He partnered with  to bring French literature to the United States. The Atlantic Monthly Press, under the aegis of its publisher, , merged with Grove Press in 1991. Grove later became an imprint of the publisher 
"
Hachette Books,"Hachette Books, formerly Hyperion Books, is a general-interest book imprint of the , which is a division of  and ultimately a part of . Established in 1990, Hachette publishes general-interest fiction and non-fiction books for adults. A former subsidiary of , it was originally named after Hyperion Avenue, the location of  prior to 1939. Hachette took over a 1,000 book  when Hyperion was purchased from Disney in 2013 with 250 , including ’s .
"
Perseus Books Group,"
"
Hachette Book Group USA,"Hachette Book Group (HBG) is a  owned by , the largest publishing company in France, and the third largest trade and educational publisher in the world. Hachette Livre is a wholly owned subsidiary of . HBG was formed when Hachette Livre purchased the Time Warner Book Group from  on March 31, 2006. Its headquarters are located at 1290 Avenue of the Americas, , . Hachette is considered one of the big-five publishing companies, along with /, , , , and . In one year, HBG publishes approximately 1400+ adult books (including 50-100 digital-only titles), 300 books for young readers, and 450 audio book titles (including both physical and downloadable-only titles). In 2017, the company had 167 books on the , 34 of which reached No. 1.
"
Hackett Publishing Company,"Hackett Publishing Company, Inc. is an academic  located in , . Since beginning operations in 1972, Hackett has concentrated mainly on the , especially  and  texts. Many Hackett titles are used as , making the company very visible at   and .  Their publications are distinguished by their high quality and extensive commentary.
"
Hamish Hamilton,"
"
Penguin Books,"
"
Harbor Mountain Press,"Harbor Mountain Press is an American, nonprofit, poetry press located in . The press was founded by poet and editor Peter Money in 2006 (in Brownsville, Vermont). Notable authors published by the press include , , , Robert Farnsworth, , Laura Davies Foley, , Elena Georgiou, Norman MacAfee, and Mario Susko. Harbor Mountain Press titles have been reviewed in venues including , Library Journal, Bookslut,  and others. The press has received funding from the Byrne Foundation and Pentangle Council on the Arts and individual donors. Harbor Mountain Press titles are distributed by  and GenPop Books.
"
Harcourt Assessment,"Harcourt Assessment was a company that published and distributed educational and psychological assessment tools and therapy resources and provided educational assessment and data management services for national, state, district and local assessments. On January 30, 2008, Harcourt Assessment was merged into 's  group after being acquired from  for $950 million.
"
Harcourt,"
"
Harlequin Enterprises,"Harlequin Enterprises Limited (known simply as Harlequin) is a  and  publisher founded in  in 1949. Now[] based in , Harlequin was owned by the , the largest newspaper publisher in Canada, from 1981 to 2014. It was then purchased by  and is now a division of .
"
Harper,"Harper is an American publishing house, the flagship imprint of global publisher  based in New York City.
"
Harper & Row,"Harper is an American publishing house, the flagship imprint of global publisher  based in New York City.
"
HarperCollins,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
HarperPrism,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
HarperCollins,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
HarperTrophy,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
HarperCollins,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
Harvard University Press,"
"
Harvest House,"Harvest House Publishers is a Christian publishing company founded in 1974 in , , and is now located in .  It publishes  and non-fiction books, coming out with over 160 new books a year. It publishes The Harvest Handbook of Apologetics which has been described as defending ""the basic historical reliability of the gospels, as most good apologetics books today do, and then proceeds to go the extra mile to unapologetically commend and defend the doctrine of inerrancy.""
"
Harvill Press at Random House,"
"
Harvill Secker,"
"
Hawthorne Books,"Hawthorne Books is an  founded in 2001 in , U.S., specializing in literary fiction and creative nonfiction original trade paperbacks.
"
Hay House,"
"
Haynes Manual,"The Haynes Owner's Workshop Manuals (commonly known as Haynes Manuals) are a series of practical manuals from the British publisher Haynes Publishing Group. The series primarily focuses upon the  and repair of automotive vehicles, covering a wide range of makes and models (300 models of car and 130 models of motorcycle); the manuals are aimed mainly at  enthusiasts rather than professional  mechanics, as they lack the depth of coverage on particular vehicles or problems. The series includes a range of 'practical lifestyle' manuals in the same style for a range of topics, including  and , digital photography, , sport, animal care, men,
babies,
sex, and women. They also now publish the  collection.
"
Headline Publishing Group,"Headline Publishing Group is a British publishing brand and former company. It was founded in 1986 by . In 1993, Headline bought  and the company became Hodder Headline Ltd. In 1999, Hodder Headline was acquired by WH Smith. It was acquired by , from the , in 2005.
"
Heinemann,"Heinemann is a  of professional resources and a provider of educational services established in 1978 in , as a U.S. subsidiary of Heinemann UK. Today, the UK education imprint is owned by , the UK trade publications are owned by  and the US education imprint is owned by .
"
Harcourt Education,"
"
RELX,"
"
Hesperus Press,"Hesperus Press is an  based in London, United Kingdom. It was founded in 2001. The publisher's motto, ""Et Remotissima Prope,"" is a Latin phrase which means ""Bringing near what is far"". Hesperus Press has published some 300 works by both classic and contemporary authors, including: , , , , , , , , , and . Their series include: Hesperus Classics, Brief Lives, Poetic Lives, ON, Modern Voices, and Hesperus Worldwide. Hesperus is also responsible for the best-seller  by Swedish author , released in July 2012.
"
Hemus,"
"
Heyday Books,"Heyday is an independent nonprofit publisher based in .
"
HMSO,"The Office of Public Sector Information (OPSI) is the body responsible for the operation of His/Her Majesty's Stationery Office (HMSO) and of other public information services of the . The OPSI is part of  of the United Kingdom and is responsible for .
"
Hodder & Stoughton,"Hodder & Stoughton is a British publishing house, now an  of .
"
Hogarth Press,"
"
Holland Park Press,"Holland Park Press is an independent, privately owned, London-based publishing house. It was founded in 2009 by Bernadette Jansen op de Haar.
"
Holt McDougal,"Holt McDougal is an American , a division of , that specializes in  for use in .
"
Hoover Institution Press,"The Hoover Institution on War, Revolution, and Peace is a  American public policy institution and research institution that promotes personal and economic liberty, free enterprise, and limited government. Located in , on the campus of , it began as a library founded in 1919 by Stanford alumnus , before he became . The library, known as the , houses multiple archives related to Hoover, World War I, World War II, and other world-historical events. 
"
Horizon Scientific Press,"Caister Academic Press is an independent  company that produces books and ebooks on  and . The address for the editorial offices is in , UK with worldwide sales and distribution through the . Published books include review volumes, practical manuals and reference texts aimed at the post-graduate, research and professional market.
"
Houghton Mifflin Harcourt,"
"
House of Anansi Press,"House of Anansi Press is a  publishing company, founded in 1967 by writers  and . The company specializes in finding and developing new Canadian writers of literary , , and .
"
The House of Murky Depths,"
"
Howell-North Books,"Howell-North Books was a book publishing company based in . They specialized in American history, in particular , the , and nautical history. They were active from at least 1959 to 1981.
"
Humana Press,"Humana Press was an American  of science, technology, and medical books and  founded in 1976. It was bought by  in 2006. 
"
Hutchinson,"
"
Ian Allan Publishing,"
"
Ignatius Press,"Ignatius Press, named for Saint , founder of the  order, is a   house based in , US. It was founded in 1978 by Father . a  and former pupil of . In an interview in 1998, Fessio said, ""our objective is to support the teachings of the Church"". Ignatius Press also produces , , Ignatius Insight and the blog Ignatius Insight Scoop.
"
Indiana University Press,"Indiana University Press, also known as IU Press, is an  founded in 1950 at  that specializes in the  and . Its headquarters are located in . IU Press publishes 140 new  annually, in addition to 29 , and maintains a current catalog comprising some 2,000 titles.
"
Informa,"
"
Information Age Publishing,"Information Age Publishing Inc. (IAP) is a  of academic books, primarily in the fields of  and . It was founded in 1999 by George Johnson and is located in .
"
Insomniac Press,"Insomniac Press is a  independent book publisher.
"
International Association of Engineers,"The International Association of Engineers (IAENG) is a  international association for  and . IAENG was founded by a group of engineers and computer scientists in 1968, originally as a  network for its founding members. Nowadays, IAENG has its secretariat office in  with more than 140,000 members (May 2014) and holds the annual congress World Congress on Engineering  for the  communities.
"
International Universities Press,"International Universities Press, Inc. was a private  of  and books on  and contiguous disciplines. It was established in 1944 and was based in . It published the following journals:
"
Inter-Varsity Press,"
"
InterVarsity Press,"Founded in 1947, InterVarsity Press (IVP) is an American  of Christian books located in , . IVP focuses on publishing Christian books that speak to important cultural moments, provide tools for spiritual growth, and equip pastors, professors, and ministry leaders in their work.
"
Ishi Press,"Samuel Howard Sloan (born September 7, 1944) is an American  and former . In 1978, he was the last non-lawyer to argue a case  before the . The court eventually prohibited non-lawyers from arguing cases before them in 2013.
"
Islamic Texts Society,"The Islamic Texts Society (ITS) is a peer-reviewed, British publishing house which concentrates on academic and general titles on Islam.  It is registered as an educational charity in the UK.
"
Island Press,"Island Press is a , environmental  based in , United States, that specializes in natural history, , , and the . Established in 1984, Island Press generates about half of its revenue through sales and half through donations by organizations and individuals.
"
Ivyspring International Publisher,"Ivyspring International Publisher is a  of  including  , such as the  and .
"
J. M. Dent,"Joseph Malaby Dent (30 August 1849 – 9 May 1926) was a  book  who produced the  series.
"
Jaico Publishing House,"
"
The Jarrold Group,"Jarrold & Sons Ltd is a –based company, founded in 1770 at , before relocating to Norfolk in 1823. 
"
The Jewish Publication Society,"The Jewish Publication Society (JPS), originally known as the Jewish Publication Society of America, is the oldest nonprofit, nondenominational publisher of Jewish works in English.  Founded in  in 1888, by reform Rabbi  among others, JPS is especially well known for its English translation of the , the .
"
John Lane,"John Lane (14 March 1854 – 2 February 1925) was a British publisher who co-founded  with .
"
John Murray,"
"
Jones & Bartlett Learning,"Jones & Bartlett Learning, a division of Ascend Learning, is a scholarly publisher. The name comes from Donald W. Jones, the company's founder, and Arthur Bartlett, the first editor.[]
"
Karadi Tales,"
"
Kensington Books,"Kensington Publishing Corp. is an American, New York-based publishing house founded in 1974 by  (1923–2011) and  (1946–1992). Kensington is known as “America’s Independent Publisher.” It remains a multi-generational family business, with Steven Zacharius succeeding his father as president and CEO, and Adam Zacharius as general manager.
"
Kessinger Publishing,"Kessinger Publishing LLC is an American  publishing company located in Whitefish, Montana that specializes in rare, out of print books.
"
Kluwer Academic Publishers,"Springer Science+Business Media, commonly known as Springer, is a German multinational  company of books,  and peer-reviewed journals in science, humanities, technical and medical (STM) publishing.
"
Knockabout Comics,"Knockabout Comics is a  publisher and distributor of  and  books and comics. They have a long-standing relationship with underground comix pioneer .
"
Kodansha,"Kodansha Ltd. (: 株式会社講談社, : Kabushiki-gaisha Kōdansha) is a Japanese privately-held publishing company headquartered in , . Kodansha is the largest Japanese publishing company, and it produces the  magazines , , ,  and , as well as the more literary magazines , , and the  . Kodansha was founded by Seiji Noma in 1909, and members of his family continue as its owners either directly or through the Noma Cultural Foundation.
"
Kogan Page,"
"
Koren Publishers Jerusalem,"Koren Publishers Jerusalem is an Israeli publisher of Jewish religious texts. It was established in 1961 by , with the aim of publishing the first  designed, edited, printed, and bound by Jews in nearly 500 years. It produced The Koren Bible in 1962,  The Koren Siddur in 1981, and the  in 2009, in addition to numerous editions of these books and other religious texts in Hebrew, English, and other languages.
"
Korero Press,"Korero Press is a London-based art book publisher. Its list of books mainly includes pop culture, street art,  and horror titles. It has published books by contemporary artists ,  and . Korero Press distribute their books to traditional bricks and mortar bookshops, and sell directly from their website.
"
KTAV Publishing House,"
"
Kumarian Press,"Kumarian Press was an independent  company established in 1977 in  by Krishna Kumari Sondhi and Ian Mayo-Smith. The company was named after the founders (Sondhi's middle name and Mayo Smith's first name combined). The company began publishing titles on management for training programs in , some of them written by the founders.  International development remains the core of the publishing program but has expanded over the years to include books on , , , , ,  and international health.  It also distributes titles for  Great Britain,  and The . Kumarian was sold in April 2008 to  and was an imprint of Stylus, located in Sterling, VA. In April 2013 Kumarian was sold to  of Boulder, CO. 
"
Ladybird Books,"Ladybird Books is a -based  company, trading as a stand-alone imprint within the  of companies. The Ladybird imprint publishes mass-market .
"
Last Gasp,"Last Gasp is a -based  with a  and  focus. Owned and operated by , for most of its existence Last Gasp was a publisher, , and wholesaler of  and books of all types.
"
Leaf Books,"Leaf Books was a small independent  based in . It specialised in the publication of short fiction, micro-fiction and poetry by both new and established authors.
"
Leafwood Publishers,"Leafwood Publishers (founded in 2000) is an imprint of  located in .
"
Abilene Christian University Press,"Abilene Christian University Press, also known as ACU Press, is an -based  that is connected with . Since being formed it has released or acquired 456 titles and as of 2013 the press releases, on average, thirty-six titles per year. The press is a member of the . The press publishes works in the areas of ""Christianity and Literature;  ; History and  of the ;  and Culture.""  is an imprint of ACU Press.
"
Left Book Club,"The Left Book Club was a publishing group that exerted a strong left-wing influence in Great Britain from 1936 to 1948.
"
Legend Books,"
"
Random House,"
"
Legend Press,"Legend Press is an independent British book  founded in 2005 by Tom Chalmers. Specialising in mainstream  fiction, Legend Press became the youngest-run publisher in the UK trade market.  In 2006, the company set out its intention to double the number of titles it publishes each year until reaching 20–25 in 2009. As well as the range of novels, London-based Legend Press also began an annual short story series looking to boost the popularity of short fiction and make it more aligned to today's reader and society.
"
Lethe Press,"
"
Libertas Academica,"Libertas Academica (LA) is an    specializing in the  and . It was acquired by  in September 2016.
"
Liberty Fund,"Liberty Fund, Inc. is an American private educational foundation headquartered in , founded by . Through publishing, conferences, and educational resources, the operating mandate of the Liberty Fund was set forth in an unpublished memo written by Goodrich ""to encourage the study of the ideal of a society of free and responsible individuals"".
"
Library of America,"The Library of America (LOA) is a   of classic . Founded in 1979 with seed money from the  and the , the LOA has published over 300 volumes by authors ranging from  to ,  to , and includes the selected writings of several .
"
Lion Hudson,"Lion Hudson Limited is British book publishing company. The company is owed by the AFD Group in the Isle of Man with operations in , England, . It was formed in August 2017 by the AFD Group upon the acquisition of the assets of ""Lion Hudson PLC in administration"" (now liquidated). It had its origins as Lion Publishing (founded in 1971) and Hudson International (founded in 1977).
"
Lion Publishing,"Lion Hudson Limited is British book publishing company. The company is owed by the AFD Group in the Isle of Man with operations in , England, . It was formed in August 2017 by the AFD Group upon the acquisition of the assets of ""Lion Hudson PLC in administration"" (now liquidated). It had its origins as Lion Publishing (founded in 1971) and Hudson International (founded in 1977).
"
Lion Hudson,"Lion Hudson Limited is British book publishing company. The company is owed by the AFD Group in the Isle of Man with operations in , England, . It was formed in August 2017 by the AFD Group upon the acquisition of the assets of ""Lion Hudson PLC in administration"" (now liquidated). It had its origins as Lion Publishing (founded in 1971) and Hudson International (founded in 1977).
"
Lionel Leventhal,"Lionel Leventhal is a  publisher of books on  and related topics, whose eponymous company was established in 1967.
"
Lippincott Williams & Wilkins,"Lippincott Williams & Wilkins (LWW) is an American  of the publishing conglomerate . Under the LWW , Wolters Kluwer publishes scientific, technical, and medical content such as textbooks, reference works, and over 275  (most of which are medical or other ). Publications are aimed at physicians, nurses, clinicians, and students.
"
Wolters Kluwer,"
"
"Little, Brown and Company","
"
Liverpool University Press,"Liverpool University Press (LUP), founded in 1899, is the third oldest  in  after  and . It specialises in , , , and  and currently publishes more than 150 books a year, as well as 34 . LUP's books are distributed in North America by .
"
Llewellyn Worldwide,"Llewellyn Worldwide (formerly Llewellyn Publications) is a   based in . Llewellyn's mission is to ""serve the trade and consumers worldwide with options and tools for exploring new worlds of mind & spirit, thereby aiding in the quests of expanded human potential, spiritual consciousness, and planetary awareness.""
"
Longman,"
"
